Test Date,Borough,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,year,month
2020-08-16,Staten,7,15073,1454,189239,2020,8
2020-08-17,Staten,14,15087,1440,190679,2020,8
2020-08-18,Staten,14,15101,2347,193026,2020,8
2020-08-19,Staten,17,15118,2464,195490,2020,8
2020-08-20,Staten,11,15129,2418,197908,2020,8
2020-08-21,Staten,13,15142,2419,200327,2020,8
2020-08-22,Staten,20,15162,2047,202374,2020,8
2020-08-23,Staten,15,15177,1899,204273,2020,8
2020-08-24,Staten,12,15189,1977,206250,2020,8
2020-08-25,Staten,17,15206,2296,208546,2020,8
2020-08-26,Staten,18,15224,1950,210496,2020,8
2020-08-27,Staten,15,15239,2716,213212,2020,8
2020-08-28,Staten,13,15252,2633,215845,2020,8
2020-08-29,Staten,17,15269,2346,218191,2020,8
2020-08-30,Staten,19,15288,1528,219719,2020,8
2020-08-31,Staten,20,15308,2469,222188,2020,8
2020-09-01,Staten,24,15332,2045,224233,2020,9
2020-09-02,Staten,18,15350,2887,227120,2020,9
2020-09-03,Staten,19,15369,2641,229761,2020,9
2020-09-04,Staten,24,15393,2553,232314,2020,9
2020-09-05,Staten,27,15420,2668,234982,2020,9
2020-09-06,Staten,31,15451,1846,236828,2020,9
2020-09-07,Staten,15,15466,1483,238311,2020,9
2020-09-08,Staten,20,15486,1827,240138,2020,9
2020-09-09,Staten,24,15510,2525,242663,2020,9
2020-09-10,Staten,27,15537,1967,244630,2020,9
2020-09-11,Staten,28,15565,3042,247672,2020,9
2020-09-12,Staten,17,15582,1740,249412,2020,9
2020-09-13,Staten,22,15604,1601,251013,2020,9
2020-09-14,Staten,27,15631,2318,253331,2020,9
2020-09-15,Staten,11,15642,1532,254863,2020,9
2020-09-16,Staten,24,15666,2426,257289,2020,9
2020-09-17,Staten,23,15689,2017,259306,2020,9
2020-09-18,Staten,24,15713,2718,262024,2020,9
2020-09-19,Staten,17,15730,2408,264432,2020,9
2020-09-20,Staten,23,15753,1329,265761,2020,9
2020-09-21,Staten,33,15786,2287,268048,2020,9
2020-09-22,Staten,13,15799,1076,269124,2020,9
2020-09-23,Staten,24,15823,2677,271801,2020,9
2020-09-24,Staten,14,15837,2118,273919,2020,9
2020-09-25,Staten,30,15867,2524,276443,2020,9
2020-09-26,Staten,23,15890,2226,278669,2020,9
2020-09-27,Staten,23,15913,1743,280412,2020,9
2020-09-28,Staten,37,15950,2385,282797,2020,9
2020-09-29,Staten,39,15989,1763,284560,2020,9
2020-09-30,Staten,36,16025,2281,286841,2020,9
2020-10-01,Staten,36,16061,2341,289182,2020,10
2020-10-02,Staten,46,16107,3278,292460,2020,10
2020-10-03,Staten,30,16137,2661,295121,2020,10
2020-10-04,Staten,20,16157,1760,296881,2020,10
2020-10-05,Staten,52,16209,2812,299693,2020,10
2020-10-06,Staten,31,16240,2182,301875,2020,10
2020-10-07,Staten,54,16294,3978,305853,2020,10
2020-10-08,Staten,30,16324,2487,308340,2020,10
2020-10-09,Staten,49,16373,3396,311736,2020,10
2020-10-10,Staten,28,16401,2812,314548,2020,10
2020-10-11,Staten,33,16434,2630,317178,2020,10
2020-10-12,Staten,62,16496,3099,320277,2020,10
2020-10-13,Staten,26,16522,2079,322356,2020,10
2020-10-14,Staten,37,16559,2715,325071,2020,10
2020-10-15,Staten,46,16605,3256,328327,2020,10
2020-10-16,Staten,65,16670,4789,333116,2020,10
2020-10-17,Staten,50,16720,3621,336737,2020,10
2020-10-18,Staten,26,16746,1988,338725,2020,10
2020-10-19,Staten,36,16782,2376,341101,2020,10
2020-10-20,Staten,78,16860,3394,344495,2020,10
2020-10-21,Staten,32,16892,2803,347298,2020,10
2020-10-22,Staten,37,16929,3598,350896,2020,10
2020-10-23,Staten,75,17004,3988,354884,2020,10
2020-10-24,Staten,44,17048,2919,357803,2020,10
2020-10-25,Staten,37,17085,1832,359635,2020,10
2020-10-26,Staten,89,17174,4278,363913,2020,10
2020-10-27,Staten,78,17252,2959,366872,2020,10
2020-10-28,Staten,107,17359,4394,371266,2020,10
2020-10-29,Staten,98,17457,3388,374654,2020,10
2020-10-30,Staten,78,17535,3642,378296,2020,10
2020-10-31,Staten,109,17644,3817,382113,2020,10
2020-11-01,Staten,59,17703,2396,384509,2020,11
2020-11-02,Staten,74,17777,3050,387559,2020,11
2020-11-03,Staten,49,17826,2344,389903,2020,11
2020-11-04,Staten,115,17941,3848,393751,2020,11
2020-11-05,Staten,191,18132,5425,399176,2020,11
2020-11-06,Staten,137,18269,4565,403741,2020,11
2020-11-07,Staten,128,18397,4448,408189,2020,11
2020-11-08,Staten,126,18523,3301,411490,2020,11
2020-11-09,Staten,138,18661,3175,414665,2020,11
2020-11-10,Staten,215,18876,4472,419137,2020,11
2020-11-11,Staten,160,19036,4292,423429,2020,11
2020-11-12,Staten,229,19265,4967,428396,2020,11
2020-11-13,Staten,226,19491,5081,433477,2020,11
2020-11-14,Staten,151,19642,4355,437832,2020,11
2020-11-15,Staten,107,19749,3502,441334,2020,11
2020-11-16,Staten,273,20022,5729,447063,2020,11
2020-11-17,Staten,192,20214,4468,451531,2020,11
2020-11-18,Staten,184,20398,4427,455958,2020,11
2020-11-19,Staten,188,20586,5420,461378,2020,11
2020-11-20,Staten,204,20790,5390,466768,2020,11
2020-11-21,Staten,256,21046,5835,472603,2020,11
2020-11-22,Staten,167,21213,4009,476612,2020,11
2020-11-23,Staten,219,21432,5963,482575,2020,11
2020-11-24,Staten,265,21697,5772,488347,2020,11
2020-11-25,Staten,254,21951,7089,495436,2020,11
2020-11-26,Staten,258,22209,5833,501269,2020,11
2020-11-27,Staten,195,22404,5153,506422,2020,11
2020-11-28,Staten,331,22735,6471,512893,2020,11
2020-11-29,Staten,280,23015,4787,517680,2020,11
2020-11-30,Staten,361,23376,5232,522912,2020,11
2020-12-01,Staten,490,23866,7833,530745,2020,12
2020-12-02,Staten,339,24205,5936,536681,2020,12
2020-12-03,Staten,548,24753,8815,545496,2020,12
2020-12-04,Staten,358,25111,5839,551335,2020,12
2020-12-05,Staten,359,25470,4975,556310,2020,12
2020-12-06,Staten,271,25741,4258,560568,2020,12
2020-12-07,Staten,507,26248,6575,567143,2020,12
2020-12-08,Staten,428,26676,6645,573788,2020,12
2020-12-09,Staten,348,27024,7281,581069,2020,12
2020-12-10,Staten,424,27448,7011,588080,2020,12
2020-12-11,Staten,305,27753,6840,594920,2020,12
2020-12-12,Staten,321,28074,7110,602030,2020,12
2020-12-13,Staten,277,28351,4792,606822,2020,12
2020-12-14,Staten,459,28810,8628,615450,2020,12
2020-12-15,Staten,357,29167,5297,620747,2020,12
2020-12-16,Staten,337,29504,6782,627529,2020,12
2020-12-17,Staten,350,29854,7600,635129,2020,12
2020-12-18,Staten,338,30192,5840,640969,2020,12
2020-12-19,Staten,313,30505,6288,647257,2020,12
2020-12-20,Staten,297,30802,4607,651864,2020,12
2020-12-21,Staten,350,31152,5837,657701,2020,12
2020-12-22,Staten,456,31608,7340,665041,2020,12
2020-12-23,Staten,464,32072,8494,673535,2020,12
2020-12-24,Staten,410,32482,7163,680698,2020,12
2020-12-25,Staten,323,32805,6384,687082,2020,12
2020-12-26,Staten,219,33024,3879,690961,2020,12
2020-12-27,Staten,394,33418,4309,695270,2020,12
2020-12-28,Staten,501,33919,7145,702415,2020,12
2020-12-29,Staten,483,34402,5171,707586,2020,12
2020-12-30,Staten,596,34998,8114,715700,2020,12
2020-12-31,Staten,551,35549,8709,724409,2020,12
2021-01-01,Staten,499,36048,6812,731221,2021,1
2021-01-02,Staten,371,36419,5152,736373,2021,1
2021-01-03,Staten,430,36849,4760,741133,2021,1
2021-01-04,Staten,616,37465,7068,748201,2021,1
2021-01-05,Staten,641,38106,7146,755347,2021,1
2021-01-06,Staten,580,38686,8811,764158,2021,1
2021-01-07,Staten,498,39184,7552,771710,2021,1
2021-01-08,Staten,621,39805,10371,782081,2021,1
2021-01-09,Staten,469,40274,8040,790121,2021,1
2021-01-10,Staten,457,40731,7248,797369,2021,1
2021-01-11,Staten,564,41295,7543,804912,2021,1
2021-01-12,Staten,519,41814,7815,812727,2021,1
2021-01-13,Staten,459,42273,7455,820182,2021,1
2021-01-14,Staten,614,42887,10500,830682,2021,1
2021-01-15,Staten,481,43368,8321,839003,2021,1
2021-01-16,Staten,444,43812,7751,846754,2021,1
2021-01-17,Staten,440,44252,6666,853420,2021,1
2021-01-18,Staten,426,44678,6373,859793,2021,1
2021-01-19,Staten,491,45169,7235,867028,2021,1
2021-01-20,Staten,358,45527,6067,873095,2021,1
2021-01-21,Staten,485,46012,8559,881654,2021,1
2021-01-22,Staten,389,46401,7315,888969,2021,1
2021-01-23,Staten,440,46841,7652,896621,2021,1
2021-01-24,Staten,413,47254,6679,903300,2021,1
2021-01-25,Staten,361,47615,5985,909285,2021,1
2021-01-26,Staten,334,47949,6380,915665,2021,1
2021-01-27,Staten,347,48296,7121,922786,2021,1
2021-01-28,Staten,371,48667,8024,930810,2021,1
2021-01-29,Staten,362,49029,8172,938982,2021,1
2021-01-30,Staten,280,49309,6806,945788,2021,1
2021-01-31,Staten,255,49564,4750,950538,2021,1
2021-02-01,Staten,289,49853,5366,955904,2021,2
2021-02-02,Staten,196,50049,3592,959496,2021,2
2021-02-03,Staten,161,50210,2989,962485,2021,2
2021-02-04,Staten,184,50394,4113,966598,2021,2
2021-02-05,Staten,332,50726,7052,973650,2021,2
2021-02-06,Staten,344,51070,6688,980338,2021,2
2021-02-07,Staten,310,51380,5954,986292,2021,2
2021-02-08,Staten,242,51622,4551,990843,2021,2
2021-02-09,Staten,199,51821,4519,995362,2021,2
2021-02-10,Staten,324,52145,7810,1003172,2021,2
2021-02-11,Staten,278,52423,6458,1009630,2021,2
2021-02-12,Staten,300,52723,6818,1016448,2021,2
2021-02-13,Staten,332,53055,6232,1022680,2021,2
2021-02-14,Staten,211,53266,4930,1027610,2021,2
2021-02-15,Staten,220,53486,4704,1032314,2021,2
2021-02-16,Staten,232,53718,4985,1037299,2021,2
2021-02-17,Staten,209,53927,5896,1043195,2021,2
2021-02-18,Staten,286,54213,6560,1049755,2021,2
2021-02-19,Staten,246,54459,5642,1055397,2021,2
2021-02-20,Staten,212,54671,4012,1059409,2021,2
2021-02-21,Staten,216,54887,4299,1063708,2021,2
2021-02-22,Staten,222,55109,3841,1067549,2021,2
2021-02-23,Staten,241,55350,5876,1073425,2021,2
2021-02-24,Staten,247,55597,7132,1080557,2021,2
2021-02-25,Staten,276,55873,7423,1087980,2021,2
2021-02-26,Staten,267,56140,7537,1095517,2021,2
2021-02-27,Staten,284,56424,6408,1101925,2021,2
2021-02-28,Staten,221,56645,5125,1107050,2021,2
2021-03-01,Staten,221,56866,3696,1110746,2021,3
2021-03-02,Staten,272,57138,5657,1116403,2021,3
2021-03-03,Staten,313,57451,7166,1123569,2021,3
2021-03-04,Staten,382,57833,8833,1132402,2021,3
2021-03-05,Staten,293,58126,7334,1139736,2021,3
2021-03-06,Staten,276,58402,6295,1146031,2021,3
2021-03-07,Staten,220,58622,3675,1149706,2021,3
2021-03-08,Staten,324,58946,6372,1156078,2021,3
2021-03-09,Staten,247,59193,5048,1161126,2021,3
2021-03-10,Staten,222,59415,6230,1167356,2021,3
2021-03-11,Staten,387,59802,7938,1175294,2021,3
2021-03-12,Staten,263,60065,4835,1180129,2021,3
2021-03-13,Staten,212,60277,5202,1185331,2021,3
2021-03-14,Staten,226,60503,3643,1188974,2021,3
2021-03-15,Staten,244,60747,3692,1192666,2021,3
2021-03-16,Staten,363,61110,9652,1202318,2021,3
2021-03-17,Staten,259,61369,6651,1208969,2021,3
2021-03-18,Staten,338,61707,7881,1216850,2021,3
2021-03-19,Staten,291,61998,6657,1223507,2021,3
2021-03-20,Staten,363,62361,7457,1230964,2021,3
2021-03-21,Staten,248,62609,4725,1235689,2021,3
2021-03-22,Staten,289,62898,4662,1240351,2021,3
2021-03-23,Staten,320,63218,6379,1246730,2021,3
2021-03-24,Staten,283,63501,6367,1253097,2021,3
2021-03-25,Staten,335,63836,7595,1260692,2021,3
2021-03-26,Staten,260,64096,6379,1267071,2021,3
2021-03-27,Staten,351,64447,7069,1274140,2021,3
2021-03-28,Staten,305,64752,5056,1279196,2021,3
2021-03-29,Staten,280,65032,4734,1283930,2021,3
2021-03-30,Staten,376,65408,6332,1290262,2021,3
2021-03-31,Staten,349,65757,6341,1296603,2021,3
2021-04-01,Staten,282,66039,6762,1303365,2021,4
2021-04-02,Staten,315,66354,6396,1309761,2021,4
2021-04-03,Staten,288,66642,6597,1316358,2021,4
2021-04-04,Staten,261,66903,4916,1321274,2021,4
2021-04-05,Staten,251,67154,3876,1325150,2021,4
2021-04-06,Staten,277,67431,5886,1331036,2021,4
2021-04-07,Staten,413,67844,9222,1340258,2021,4
2021-04-08,Staten,361,68205,8468,1348726,2021,4
2021-04-09,Staten,280,68485,7603,1356329,2021,4
2021-04-10,Staten,334,68819,6981,1363310,2021,4
2021-04-11,Staten,168,68987,3443,1366753,2021,4
2021-04-12,Staten,200,69187,3778,1370531,2021,4
2021-04-13,Staten,270,69457,5904,1376435,2021,4
2021-04-14,Staten,196,69653,5468,1381903,2021,4
2021-04-15,Staten,269,69922,7879,1389782,2021,4
2021-04-16,Staten,318,70240,10759,1400541,2021,4
2021-04-17,Staten,250,70490,7083,1407624,2021,4
2021-04-18,Staten,206,70696,4749,1412373,2021,4
2021-04-19,Staten,187,70883,3561,1415934,2021,4
2021-04-20,Staten,161,71044,5209,1421143,2021,4
2021-04-21,Staten,197,71241,7130,1428273,2021,4
2021-04-22,Staten,176,71417,7027,1435300,2021,4
2021-04-23,Staten,193,71610,8108,1443408,2021,4
2021-04-24,Staten,186,71796,7120,1450528,2021,4
2021-04-25,Staten,120,71916,3943,1454471,2021,4
2021-04-26,Staten,97,72013,3155,1457626,2021,4
2021-04-27,Staten,103,72116,5201,1462827,2021,4
2021-04-28,Staten,137,72253,7598,1470425,2021,4
2021-04-29,Staten,127,72380,7087,1477512,2021,4
2021-04-30,Staten,127,72507,6434,1483946,2021,4
2021-05-01,Staten,117,72624,5931,1489877,2021,5
2021-05-02,Staten,95,72719,3728,1493605,2021,5
2021-05-03,Staten,81,72800,3280,1496885,2021,5
2021-05-04,Staten,66,72866,5304,1502189,2021,5
2021-05-05,Staten,95,72961,6355,1508544,2021,5
2021-05-06,Staten,84,73045,6510,1515054,2021,5
2021-05-07,Staten,86,73131,7151,1522205,2021,5
2021-05-08,Staten,64,73195,5772,1527977,2021,5
2021-05-09,Staten,77,73272,3420,1531397,2021,5
2021-05-10,Staten,55,73327,2601,1533998,2021,5
2021-05-11,Staten,41,73368,5316,1539314,2021,5
2021-05-12,Staten,75,73443,6267,1545581,2021,5
2021-05-13,Staten,74,73517,6843,1552424,2021,5
2021-05-14,Staten,65,73582,4933,1557357,2021,5
2021-05-15,Staten,67,73649,5220,1562577,2021,5
2021-05-16,Staten,40,73689,2939,1565516,2021,5
2021-05-17,Staten,31,73720,3152,1568668,2021,5
2021-05-18,Staten,52,73772,4384,1573052,2021,5
2021-05-19,Staten,55,73827,6238,1579290,2021,5
2021-05-20,Staten,36,73863,6842,1586132,2021,5
2021-05-21,Staten,39,73902,5702,1591834,2021,5
2021-05-22,Staten,31,73933,4656,1596490,2021,5
2021-05-23,Staten,33,73966,2518,1599008,2021,5
2021-05-24,Staten,29,73995,2523,1601531,2021,5
2021-05-25,Staten,47,74042,4786,1606317,2021,5
2021-05-26,Staten,44,74086,6552,1612869,2021,5
2021-05-27,Staten,32,74118,5210,1618079,2021,5
2021-05-28,Staten,43,74161,4394,1622473,2021,5
2021-05-29,Staten,21,74182,4218,1626691,2021,5
2021-05-30,Staten,13,74195,2094,1628785,2021,5
2021-05-31,Staten,17,74212,1872,1630657,2021,5
2021-06-01,Staten,15,74227,1864,1632521,2021,6
2021-06-02,Staten,24,74251,4171,1636692,2021,6
2021-06-03,Staten,30,74281,7923,1644615,2021,6
2021-06-04,Staten,21,74302,3429,1648044,2021,6
2021-06-05,Staten,21,74323,4899,1652943,2021,6
2021-06-06,Staten,14,74337,2236,1655179,2021,6
2021-06-07,Staten,15,74352,2644,1657823,2021,6
2021-06-08,Staten,19,74371,4195,1662018,2021,6
2021-06-09,Staten,24,74395,4663,1666681,2021,6
2021-06-10,Staten,23,74418,5123,1671804,2021,6
2021-06-11,Staten,29,74447,5047,1676851,2021,6
2021-06-12,Staten,17,74464,4453,1681304,2021,6
2021-06-13,Staten,14,74478,1938,1683242,2021,6
2021-06-14,Staten,11,74489,1981,1685223,2021,6
2021-06-15,Staten,23,74512,4145,1689368,2021,6
2021-06-16,Staten,17,74529,4581,1693949,2021,6
2021-06-17,Staten,25,74554,4777,1698726,2021,6
2021-06-18,Staten,28,74582,4247,1702973,2021,6
2021-06-19,Staten,23,74605,3368,1706341,2021,6
2021-06-20,Staten,24,74629,2006,1708347,2021,6
2021-06-21,Staten,16,74645,2376,1710723,2021,6
2021-06-22,Staten,22,74667,3296,1714019,2021,6
2021-06-23,Staten,22,74689,3666,1717685,2021,6
2021-06-24,Staten,23,74712,3225,1720910,2021,6
2021-06-25,Staten,30,74742,3587,1724497,2021,6
2021-06-26,Staten,32,74774,3252,1727749,2021,6
2021-06-27,Staten,26,74800,2089,1729838,2021,6
2021-06-28,Staten,30,74830,1893,1731731,2021,6
2021-06-29,Staten,35,74865,2508,1734239,2021,6
2021-06-30,Staten,36,74901,3496,1737735,2021,6
2021-07-01,Staten,40,74941,2305,1740040,2021,7
2021-07-02,Staten,38,74979,2909,1742949,2021,7
2021-07-03,Staten,37,75016,2610,1745559,2021,7
2021-07-04,Staten,30,75046,1872,1747431,2021,7
2021-07-05,Staten,12,75058,1146,1748577,2021,7
2021-07-06,Staten,23,75081,1291,1749868,2021,7
2021-07-07,Staten,37,75118,3597,1753465,2021,7
2021-07-08,Staten,49,75167,3104,1756569,2021,7
2021-07-09,Staten,45,75212,2948,1759517,2021,7
2021-07-10,Staten,40,75252,2623,1762140,2021,7
2021-07-11,Staten,40,75292,1977,1764117,2021,7
2021-07-12,Staten,20,75312,2007,1766124,2021,7
2021-07-13,Staten,49,75361,2772,1768896,2021,7
2021-07-14,Staten,53,75414,3146,1772042,2021,7
2021-07-15,Staten,54,75468,3032,1775074,2021,7
2021-07-16,Staten,63,75531,2975,1778049,2021,7
2021-07-17,Staten,76,75607,2926,1780975,2021,7
2021-07-18,Staten,42,75649,2277,1783252,2021,7
2021-07-19,Staten,45,75694,2615,1785867,2021,7
2021-07-20,Staten,79,75773,2822,1788689,2021,7
2021-07-21,Staten,78,75851,3125,1791814,2021,7
2021-07-22,Staten,85,75936,3362,1795176,2021,7
2021-07-23,Staten,96,76032,3488,1798664,2021,7
2021-07-24,Staten,95,76127,3792,1802456,2021,7
2021-07-25,Staten,61,76188,2360,1804816,2021,7
2021-07-26,Staten,88,76276,2528,1807344,2021,7
2021-07-27,Staten,121,76397,3481,1810825,2021,7
2021-07-28,Staten,133,76530,3803,1814628,2021,7
2021-07-29,Staten,115,76645,3905,1818533,2021,7
2021-07-30,Staten,140,76785,4060,1822593,2021,7
2021-07-31,Staten,117,76902,3709,1826302,2021,7
2021-08-01,Staten,129,77031,3527,1829829,2021,8
2021-08-02,Staten,125,77156,3027,1832856,2021,8
2021-08-03,Staten,130,77286,3753,1836609,2021,8
2021-08-04,Staten,191,77477,4720,1841329,2021,8
2021-08-05,Staten,162,77639,5112,1846441,2021,8
2021-08-06,Staten,174,77813,5352,1851793,2021,8
2021-08-07,Staten,153,77966,4282,1856075,2021,8
2021-08-08,Staten,178,78144,4474,1860549,2021,8
2021-08-09,Staten,156,78300,3432,1863981,2021,8
2021-08-10,Staten,205,78505,4958,1868939,2021,8
2021-08-11,Staten,194,78699,5741,1874680,2021,8
2021-08-12,Staten,171,78870,5352,1880032,2021,8
2021-08-13,Staten,170,79040,4778,1884810,2021,8
2021-08-14,Staten,179,79219,5018,1889828,2021,8
2021-08-15,Staten,138,79357,3751,1893579,2021,8
2021-08-16,Staten,149,79506,3844,1897423,2021,8
2021-08-17,Staten,157,79663,4990,1902413,2021,8
2021-08-18,Staten,207,79870,6615,1909028,2021,8
2021-08-19,Staten,175,80045,5663,1914691,2021,8
2021-08-20,Staten,141,80186,6049,1920740,2021,8
2021-08-21,Staten,143,80329,5031,1925771,2021,8
2021-08-22,Staten,172,80501,3967,1929738,2021,8
2021-08-23,Staten,120,80621,2902,1932640,2021,8
2021-08-24,Staten,119,80740,4632,1937272,2021,8
2021-08-25,Staten,221,80961,6217,1943489,2021,8
2021-08-26,Staten,213,81174,6065,1949554,2021,8
2021-08-27,Staten,184,81358,6122,1955676,2021,8
2021-08-28,Staten,149,81507,5057,1960733,2021,8
2021-08-29,Staten,148,81655,4046,1964779,2021,8
2021-08-30,Staten,152,81807,3307,1968086,2021,8
2021-08-31,Staten,178,81985,4562,1972648,2021,8
2021-09-01,Staten,182,82167,5677,1978325,2021,9
2021-09-02,Staten,214,82381,5742,1984067,2021,9
2021-09-03,Staten,177,82558,4706,1988773,2021,9
2021-09-04,Staten,166,82724,4818,1993591,2021,9
2021-09-05,Staten,144,82868,3659,1997250,2021,9
2021-09-06,Staten,118,82986,2761,2000011,2021,9
2021-09-07,Staten,152,83138,3211,2003222,2021,9
2021-09-08,Staten,258,83396,5882,2009104,2021,9
2021-09-09,Staten,219,83615,6447,2015551,2021,9
2021-09-10,Staten,129,83744,5883,2021434,2021,9
2021-09-11,Staten,132,83876,5560,2026994,2021,9
2021-09-12,Staten,101,83977,4105,2031099,2021,9
2021-09-13,Staten,119,84096,4034,2035133,2021,9
2021-09-14,Staten,140,84236,5459,2040592,2021,9
2021-09-15,Staten,199,84435,6203,2046795,2021,9
2021-09-16,Staten,156,84591,6513,2053308,2021,9
2021-09-17,Staten,147,84738,6008,2059316,2021,9
2021-09-18,Staten,132,84870,6042,2065358,2021,9
2021-09-19,Staten,107,84977,5289,2070647,2021,9
2021-09-20,Staten,135,85112,5351,2075998,2021,9
2021-09-21,Staten,136,85248,5844,2081842,2021,9
2021-09-22,Staten,123,85371,6396,2088238,2021,9
2021-09-23,Staten,123,85494,7588,2095826,2021,9
2021-09-24,Staten,121,85615,7556,2103382,2021,9
2021-09-25,Staten,71,85686,5792,2109174,2021,9
2021-09-26,Staten,108,85794,4903,2114077,2021,9
2021-09-27,Staten,96,85890,4389,2118466,2021,9
2021-09-28,Staten,103,85993,5736,2124202,2021,9
2021-09-29,Staten,105,86098,7150,2131352,2021,9
2021-09-30,Staten,94,86192,6671,2138023,2021,9
2021-10-01,Staten,80,86272,6479,2144502,2021,10
2021-10-02,Staten,95,86367,5064,2149566,2021,10
2021-10-03,Staten,54,86421,4689,2154255,2021,10
2021-10-04,Staten,85,86506,4308,2158563,2021,10
2021-10-05,Staten,93,86599,5676,2164239,2021,10
2021-10-06,Staten,114,86713,7187,2171426,2021,10
2021-10-07,Staten,95,86808,7569,2178995,2021,10
2021-10-08,Staten,85,86893,6618,2185613,2021,10
2021-10-09,Staten,42,86935,2920,2188533,2021,10
2021-10-10,Staten,112,87047,7533,2196066,2021,10
2021-10-11,Staten,91,87138,4220,2200286,2021,10
2021-10-12,Staten,77,87215,3667,2203953,2021,10
2021-10-13,Staten,92,87307,5642,2209595,2021,10
2021-10-14,Staten,128,87435,6872,2216467,2021,10
2021-10-15,Staten,106,87541,5533,2222000,2021,10
2021-10-16,Staten,108,87649,6479,2228479,2021,10
2021-10-17,Staten,63,87712,4316,2232795,2021,10
2021-10-18,Staten,71,87783,3657,2236452,2021,10
2021-10-19,Staten,108,87891,5838,2242290,2021,10
2021-10-20,Staten,92,87983,6419,2248709,2021,10
2021-10-21,Staten,65,88048,6258,2254967,2021,10
2021-10-22,Staten,84,88132,5674,2260641,2021,10
2021-10-23,Staten,79,88211,5369,2266010,2021,10
2021-10-24,Staten,72,88283,4544,2270554,2021,10
2021-10-25,Staten,60,88343,2916,2273470,2021,10
2021-10-26,Staten,69,88412,4214,2277684,2021,10
2021-10-27,Staten,95,88507,6447,2284131,2021,10
2021-10-28,Staten,86,88593,5878,2290009,2021,10
2021-10-29,Staten,47,88640,4799,2294808,2021,10
2021-10-30,Staten,67,88707,5146,2299954,2021,10
2021-10-31,Staten,64,88771,3681,2303635,2021,10
2021-11-01,Staten,37,88808,2556,2306191,2021,11
2021-11-02,Staten,57,88865,4089,2310280,2021,11
2021-11-03,Staten,62,88927,4460,2314740,2021,11
2021-11-04,Staten,68,88995,5078,2319818,2021,11
2021-11-05,Staten,64,89059,5366,2325184,2021,11
2021-11-06,Staten,57,89116,4315,2329499,2021,11
2021-11-07,Staten,56,89172,3243,2332742,2021,11
2021-11-08,Staten,66,89238,3381,2336123,2021,11
2021-11-09,Staten,84,89322,4538,2340661,2021,11
2021-11-10,Staten,112,89434,5435,2346096,2021,11
2021-11-11,Staten,68,89502,4919,2351015,2021,11
2021-11-12,Staten,85,89587,4053,2355068,2021,11
2021-11-13,Staten,69,89656,3892,2358960,2021,11
2021-11-14,Staten,74,89730,3456,2362416,2021,11
2021-11-15,Staten,86,89816,2879,2365295,2021,11
2021-11-16,Staten,114,89930,4792,2370087,2021,11
2021-11-17,Staten,137,90067,4893,2374980,2021,11
2021-11-18,Staten,109,90176,5104,2380084,2021,11
2021-11-19,Staten,93,90269,4648,2384732,2021,11
2021-11-20,Staten,98,90367,5211,2389943,2021,11
2021-11-21,Staten,129,90496,3539,2393482,2021,11
2021-11-22,Staten,91,90587,2865,2396347,2021,11
2021-11-23,Staten,126,90713,4628,2400975,2021,11
2021-11-24,Staten,154,90867,5498,2406473,2021,11
2021-11-25,Staten,119,90986,5043,2411516,2021,11
2021-11-26,Staten,108,91094,3377,2414893,2021,11
2021-11-27,Staten,136,91230,4054,2418947,2021,11
2021-11-28,Staten,136,91366,3338,2422285,2021,11
2021-11-29,Staten,164,91530,3247,2425532,2021,11
2021-11-30,Staten,174,91704,5196,2430728,2021,11
2021-12-01,Staten,228,91932,6583,2437311,2021,12
2021-12-02,Staten,247,92179,6383,2443694,2021,12
