Borough,Revenue Month,total cost,year,month
Manhattan,2020-10-01,4495.33,2020,10
Manhattan,2020-11-01,4050.97,2020,11
Manhattan,2020-12-01,3379.25,2020,12
Manhattan,2021-01-01,2872.88,2021,1
Manhattan,2021-02-01,2976.22,2021,2
Manhattan,2020-04-01,10189.42,2020,4
Manhattan,2020-05-01,878.4,2020,5
Manhattan,2020-06-01,3079.56,2020,6
Manhattan,2020-07-01,3213.9,2020,7
Manhattan,2020-08-01,4174.98,2020,8
Manhattan,2020-09-01,4143.97,2020,9
Manhattan,2020-10-01,3668.61,2020,10
Manhattan,2020-11-01,4133.64,2020,11
Manhattan,2020-12-01,4278.32,2020,12
Manhattan,2021-01-01,4350.66,2021,1
Manhattan,2021-02-01,5063.71,2021,2
Manhattan,2020-01-01,3317.25,2020,1
Manhattan,2020-02-01,2118.49,2020,2
Manhattan,2020-03-01,1756.8,2020,3
Manhattan,2020-04-01,2025.48,2020,4
Manhattan,2020-05-01,2397.51,2020,5
Manhattan,2020-06-01,2035.82,2020,6
Manhattan,2020-07-01,2149.5,2020,7
Manhattan,2020-08-01,1911.81,2020,8
Manhattan,2020-09-01,3968.29,2020,9
Manhattan,2020-10-01,2066.82,2020,10
Manhattan,2020-11-01,2035.82,2020,11
Manhattan,2020-12-01,1663.79,2020,12
Manhattan,2021-01-01,1684.46,2021,1
Manhattan,2021-02-01,1839.47,2021,2
Manhattan,2020-01-01,2666.2,2020,1
Manhattan,2020-02-01,2056.49,2020,2
Manhattan,2020-03-01,2170.16,2020,3
Manhattan,2020-04-01,2304.5,2020,4
Manhattan,2020-05-01,2356.17,2020,5
Manhattan,2020-06-01,2356.17,2020,6
Manhattan,2020-07-01,2459.52,2020,7
Manhattan,2020-08-01,2428.51,2020,8
Manhattan,2020-09-01,2366.51,2020,9
Manhattan,2020-10-01,2283.84,2020,10
Manhattan,2020-11-01,2469.85,2020,11
Manhattan,2020-12-01,2232.17,2020,12
Manhattan,2021-01-01,2294.17,2021,1
Manhattan,2021-02-01,2242.5,2021,2
Manhattan,2020-01-01,4340.32,2020,1
Manhattan,2020-02-01,3854.62,2020,2
Manhattan,2020-03-01,3771.95,2020,3
Manhattan,2020-04-01,4774.35,2020,4
Manhattan,2020-05-01,4216.31,2020,5
Manhattan,2020-06-01,4578.01,2020,6
Manhattan,2020-07-01,4102.64,2020,7
Manhattan,2020-08-01,2511.19,2020,8
Manhattan,2020-09-01,2748.87,2020,9
Manhattan,2020-10-01,3637.6,2020,10
Manhattan,2020-11-01,4340.32,2020,11
Manhattan,2020-12-01,3678.94,2020,12
Manhattan,2021-01-01,3802.95,2021,1
Manhattan,2021-02-01,3658.27,2021,2
Manhattan,2020-01-01,2387.18,2020,1
Manhattan,2020-02-01,2242.5,2020,2
Manhattan,2020-03-01,2397.51,2020,3
Manhattan,2020-04-01,2397.51,2020,4
Manhattan,2020-05-01,2252.83,2020,5
Manhattan,2020-06-01,2397.51,2020,6
Manhattan,2020-07-01,2469.85,2020,7
Manhattan,2020-08-01,2397.51,2020,8
Manhattan,2020-09-01,2325.17,2020,9
Manhattan,2020-10-01,2252.83,2020,10
Manhattan,2020-11-01,2480.18,2020,11
Manhattan,2020-12-01,2252.83,2020,12
Manhattan,2021-01-01,2325.17,2021,1
Manhattan,2021-02-01,2252.83,2021,2
Manhattan,2020-01-01,1085.08,2020,1
Manhattan,2020-02-01,1105.75,2020,2
Manhattan,2020-03-01,1167.75,2020,3
Manhattan,2020-04-01,1529.45,2020,4
Manhattan,2020-05-01,1508.78,2020,5
Manhattan,2020-06-01,1519.11,2020,6
Manhattan,2020-07-01,1829.14,2020,7
Manhattan,2020-08-01,1539.78,2020,8
Manhattan,2020-09-01,1529.45,2020,9
Manhattan,2020-10-01,1519.11,2020,10
Manhattan,2020-11-01,1891.14,2020,11
Manhattan,2020-12-01,2387.18,2020,12
Manhattan,2021-01-01,1942.81,2021,1
Manhattan,2021-02-01,1798.13,2021,2
Manhattan,2020-01-01,2469.85,2020,1
Manhattan,2020-01-01,2201.16,2020,1
Manhattan,2020-01-01,2655.86,2020,1
Manhattan,2020-02-01,2087.49,2020,2
Manhattan,2020-02-01,1818.8,2020,2
Manhattan,2020-02-01,2490.52,2020,2
Manhattan,2020-03-01,1663.79,2020,3
Manhattan,2020-03-01,1736.13,2020,3
Manhattan,2020-03-01,2831.54,2020,3
Manhattan,2020-04-01,1715.46,2020,4
Manhattan,2020-04-01,1994.48,2020,4
Manhattan,2020-04-01,2345.84,2020,4
Manhattan,2020-05-01,2066.82,2020,5
Manhattan,2020-05-01,1798.13,2020,5
Manhattan,2020-05-01,2201.16,2020,5
Manhattan,2020-06-01,2201.16,2020,6
Manhattan,2020-06-01,2118.49,2020,6
Manhattan,2020-06-01,2294.17,2020,6
Manhattan,2020-07-01,2800.54,2020,7
Manhattan,2020-07-01,1870.47,2020,7
Manhattan,2020-07-01,2128.83,2020,7
Manhattan,2020-08-01,2283.84,2020,8
Manhattan,2020-08-01,1591.45,2020,8
Manhattan,2020-08-01,2170.16,2020,8
Manhattan,2020-09-01,2273.5,2020,9
Manhattan,2020-09-01,1922.14,2020,9
Manhattan,2020-09-01,1798.13,2020,9
Manhattan,2020-10-01,2283.84,2020,10
Manhattan,2020-10-01,2108.16,2020,10
Manhattan,2020-10-01,1653.46,2020,10
Manhattan,2020-11-01,2686.87,2020,11
Manhattan,2020-11-01,2604.19,2020,11
Manhattan,2020-11-01,1643.12,2020,11
Manhattan,2020-12-01,2521.52,2020,12
Manhattan,2020-12-01,2428.51,2020,12
Manhattan,2020-12-01,1829.14,2020,12
Manhattan,2021-01-01,2387.18,2021,1
Manhattan,2021-01-01,2449.18,2021,1
Manhattan,2021-01-01,1901.47,2021,1
Manhattan,2021-02-01,2387.18,2021,2
Manhattan,2021-02-01,3513.59,2021,2
Manhattan,2021-02-01,2717.87,2021,2
Manhattan,2020-01-01,1374.44,2020,1
Manhattan,2020-02-01,1291.76,2020,2
Manhattan,2020-03-01,1374.44,2020,3
Manhattan,2020-04-01,1374.44,2020,4
Manhattan,2020-05-01,1291.76,2020,5
Manhattan,2020-06-01,1374.44,2020,6
Manhattan,2020-07-01,1415.77,2020,7
Manhattan,2020-08-01,1374.44,2020,8
Manhattan,2020-09-01,1333.1,2020,9
Manhattan,2020-10-01,1291.76,2020,10
Manhattan,2020-11-01,1426.11,2020,11
Manhattan,2020-12-01,1291.76,2020,12
Manhattan,2021-01-01,1333.1,2021,1
Manhattan,2021-02-01,1291.76,2021,2
Manhattan,2020-01-01,2190.83,2020,1
Manhattan,2020-02-01,3658.27,2020,2
Manhattan,2020-03-01,3875.29,2020,3
Manhattan,2020-04-01,4371.32,2020,4
Manhattan,2020-05-01,3999.3,2020,5
Manhattan,2020-06-01,4919.03,2020,6
Manhattan,2020-07-01,5022.37,2020,7
Manhattan,2020-08-01,4133.64,2020,8
Manhattan,2020-09-01,4412.66,2020,9
Manhattan,2020-10-01,4319.65,2020,10
Manhattan,2020-11-01,4970.7,2020,11
Manhattan,2020-12-01,4826.02,2020,12
Manhattan,2021-01-01,4764.02,2021,1
Manhattan,2021-02-01,3895.96,2021,2
Manhattan,2020-01-01,692.38,2020,1
Manhattan,2020-02-01,692.38,2020,2
Manhattan,2020-03-01,547.71,2020,3
Manhattan,2020-04-01,713.05,2020,4
Manhattan,2020-05-01,1364.1,2020,5
Manhattan,2020-06-01,2159.83,2020,6
Manhattan,2020-07-01,1074.74,2020,7
Manhattan,2020-08-01,971.41,2020,8
Manhattan,2020-09-01,806.06,2020,9
Manhattan,2020-10-01,1095.41,2020,10
Manhattan,2020-11-01,3007.22,2020,11
Manhattan,2020-12-01,1570.78,2020,12
Manhattan,2021-01-01,1446.77,2021,1
Manhattan,2021-02-01,1281.43,2021,2
Manhattan,2020-01-01,5280.73,2020,1
Manhattan,2020-02-01,3906.29,2020,2
Manhattan,2020-03-01,3699.61,2020,3
Manhattan,2020-04-01,4133.64,2020,4
Manhattan,2020-05-01,4236.98,2020,5
Manhattan,2020-06-01,4526.34,2020,6
Manhattan,2020-07-01,3978.63,2020,7
Manhattan,2020-08-01,3544.6,2020,8
Manhattan,2020-09-01,3544.6,2020,9
Manhattan,2020-10-01,3255.24,2020,10
Manhattan,2020-11-01,3906.29,2020,11
Manhattan,2020-12-01,4071.64,2020,12
Manhattan,2021-01-01,3730.61,2021,1
Manhattan,2021-02-01,4123.31,2021,2
Manhattan,2020-01-01,3058.89,2020,1
Manhattan,2020-02-01,2469.85,2020,2
Manhattan,2020-03-01,2407.85,2020,3
Manhattan,2020-04-01,2686.87,2020,4
Manhattan,2020-05-01,2480.18,2020,5
Manhattan,2020-06-01,2759.2,2020,6
Manhattan,2020-07-01,2955.55,2020,7
Manhattan,2020-08-01,2490.52,2020,8
Manhattan,2020-09-01,2779.87,2020,9
Manhattan,2020-10-01,2872.88,2020,10
Manhattan,2020-11-01,2924.55,2020,11
Manhattan,2020-12-01,3441.26,2020,12
Manhattan,2021-01-01,2976.22,2021,1
Manhattan,2021-02-01,2976.22,2021,2
Manhattan,2020-01-01,1374.44,2020,1
Manhattan,2020-02-01,1333.1,2020,2
Manhattan,2020-03-01,1436.44,2020,3
Manhattan,2020-04-01,1767.13,2020,4
Manhattan,2020-05-01,2046.15,2020,5
Manhattan,2020-06-01,2449.18,2020,6
Manhattan,2020-07-01,2366.51,2020,7
Manhattan,2020-08-01,1601.79,2020,8
Manhattan,2020-09-01,1539.78,2020,9
Manhattan,2020-10-01,1498.44,2020,10
Manhattan,2020-11-01,1777.47,2020,11
Manhattan,2020-12-01,1849.8,2020,12
Manhattan,2021-01-01,1994.48,2021,1
Manhattan,2021-02-01,1901.47,2021,2
Manhattan,2020-01-01,599.38,2020,1
Manhattan,2020-02-01,568.38,2020,2
Manhattan,2020-03-01,630.38,2020,3
Manhattan,2020-04-01,206.68,2020,4
Manhattan,2020-05-01,413.36,2020,5
Manhattan,2020-06-01,289.35,2020,6
Manhattan,2020-07-01,1023.08,2020,7
Manhattan,2020-08-01,640.71,2020,8
Manhattan,2020-09-01,599.38,2020,9
Manhattan,2020-10-01,692.38,2020,10
Manhattan,2020-11-01,723.39,2020,11
Manhattan,2020-12-01,857.73,2020,12
Manhattan,2021-01-01,661.38,2021,1
Manhattan,2021-02-01,992.07,2021,2
Manhattan,2020-01-01,372.03,2020,1
Manhattan,2020-02-01,268.69,2020,2
Manhattan,2020-03-01,506.37,2020,3
Manhattan,2020-04-01,516.71,2020,4
Manhattan,2020-05-01,465.03,2020,5
Manhattan,2020-06-01,568.38,2020,6
Manhattan,2020-07-01,537.38,2020,7
Manhattan,2020-08-01,413.36,2020,8
Manhattan,2020-09-01,454.7,2020,9
Manhattan,2020-10-01,537.37,2020,10
Manhattan,2020-11-01,826.73,2020,11
Manhattan,2020-12-01,899.07,2020,12
Manhattan,2021-01-01,341.03,2021,1
Manhattan,2021-02-01,289.35,2021,2
Manhattan,2020-01-01,2108.16,2020,1
Manhattan,2020-02-01,1684.46,2020,2
Manhattan,2020-03-01,1798.13,2020,3
Manhattan,2020-04-01,2056.49,2020,4
Manhattan,2020-05-01,1839.47,2020,5
Manhattan,2020-06-01,1684.46,2020,6
Manhattan,2020-07-01,1519.12,2020,7
Manhattan,2020-08-01,1663.79,2020,8
Manhattan,2020-09-01,1240.09,2020,9
Manhattan,2020-10-01,1074.75,2020,10
Manhattan,2020-11-01,1167.75,2020,11
Manhattan,2020-12-01,1250.43,2020,12
Manhattan,2021-01-01,1281.43,2021,1
Manhattan,2021-02-01,1343.43,2021,2
Manhattan,2020-01-01,1209.09,2020,1
Manhattan,2020-02-01,981.74,2020,2
Manhattan,2020-03-01,961.07,2020,3
Manhattan,2020-04-01,1167.75,2020,4
Manhattan,2020-05-01,961.07,2020,5
Manhattan,2020-06-01,1157.42,2020,6
Manhattan,2020-07-01,1374.43,2020,7
Manhattan,2020-08-01,1333.1,2020,8
Manhattan,2020-09-01,1147.09,2020,9
Manhattan,2020-10-01,1302.1,2020,10
Manhattan,2020-11-01,1550.12,2020,11
Manhattan,2020-12-01,1529.45,2020,12
Manhattan,2021-01-01,1550.12,2021,1
Manhattan,2021-02-01,1302.1,2021,2
Manhattan,2020-01-01,2232.17,2020,1
Manhattan,2020-02-01,1994.48,2020,2
Manhattan,2020-03-01,1963.48,2020,3
Manhattan,2020-04-01,2366.51,2020,4
Manhattan,2020-05-01,1643.12,2020,5
Manhattan,2020-06-01,2139.16,2020,6
Manhattan,2020-07-01,1684.46,2020,7
Manhattan,2020-08-01,1622.45,2020,8
Manhattan,2020-09-01,1415.77,2020,9
Manhattan,2020-10-01,1167.75,2020,10
Manhattan,2020-11-01,1405.44,2020,11
Manhattan,2020-12-01,1291.76,2020,12
Manhattan,2021-01-01,1302.1,2021,1
Manhattan,2021-02-01,2490.52,2021,2
Manhattan,2020-01-01,1198.76,2020,1
Manhattan,2020-02-01,826.73,2020,2
Manhattan,2020-03-01,423.7,2020,3
Manhattan,2020-04-01,186.01,2020,4
Manhattan,2020-05-01,258.35,2020,5
Manhattan,2020-06-01,1023.08,2020,6
Manhattan,2020-07-01,2635.19,2020,7
Manhattan,2020-08-01,2087.49,2020,8
Manhattan,2020-09-01,196.35,2020,9
Manhattan,2020-10-01,165.35,2020,10
Manhattan,2020-11-01,475.37,2020,11
Manhattan,2020-11-01,134.34,2020,11
Manhattan,2020-01-01,640.71,2020,1
Manhattan,2020-02-01,692.38,2020,2
Manhattan,2020-03-01,496.04,2020,3
Manhattan,2020-04-01,609.71,2020,4
Manhattan,2020-05-01,485.7,2020,5
Manhattan,2020-06-01,713.05,2020,6
Manhattan,2020-07-01,868.06,2020,7
Manhattan,2020-08-01,640.71,2020,8
Manhattan,2020-09-01,527.04,2020,9
Manhattan,2020-10-01,568.38,2020,10
Manhattan,2020-11-01,702.72,2020,11
Manhattan,2020-11-01,196.35,2020,11
Manhattan,2020-01-01,134.34,2020,1
Manhattan,2020-02-01,392.7,2020,2
Manhattan,2020-03-01,713.05,2020,3
Manhattan,2020-04-01,661.38,2020,4
Manhattan,2020-05-01,547.71,2020,5
Manhattan,2020-06-01,516.71,2020,6
Manhattan,2020-07-01,558.04,2020,7
Manhattan,2020-08-01,310.02,2020,8
Manhattan,2020-09-01,351.36,2020,9
Manhattan,2020-10-01,268.69,2020,10
Manhattan,2020-11-01,413.36,2020,11
Manhattan,2020-11-01,134.34,2020,11
Manhattan,2020-01-01,516.71,2020,1
Manhattan,2020-02-01,413.36,2020,2
Manhattan,2020-03-01,392.7,2020,3
Manhattan,2020-04-01,454.7,2020,4
Manhattan,2020-05-01,444.37,2020,5
Manhattan,2020-06-01,506.37,2020,6
Manhattan,2020-07-01,475.37,2020,7
Manhattan,2020-08-01,413.36,2020,8
Manhattan,2020-09-01,403.03,2020,9
Manhattan,2020-10-01,485.7,2020,10
Manhattan,2020-11-01,558.04,2020,11
Manhattan,2020-11-01,165.35,2020,11
Manhattan,2020-01-01,1116.08,2020,1
Manhattan,2020-02-01,1085.08,2020,2
Manhattan,2020-03-01,1043.74,2020,3
Manhattan,2020-04-01,1271.09,2020,4
Manhattan,2020-05-01,1116.08,2020,5
Manhattan,2020-06-01,1157.42,2020,6
Manhattan,2020-07-01,1219.42,2020,7
Manhattan,2020-08-01,950.74,2020,8
Manhattan,2020-09-01,909.4,2020,9
Manhattan,2020-10-01,961.07,2020,10
Manhattan,2020-11-01,837.06,2020,11
Manhattan,2020-11-01,237.68,2020,11
Manhattan,2020-11-01,15294.47,2020,11
Manhattan,2020-11-01,21670.61,2020,11
Manhattan,2020-11-01,330.69,2020,11
Queens,2020-01-01,8804.65,2020,1
Queens,2020-02-01,7450.89,2020,2
Queens,2020-03-01,8070.93,2020,3
Queens,2020-04-01,8773.65,2020,4
Queens,2020-05-01,8577.3,2020,5
Queens,2020-06-01,8835.66,2020,6
Queens,2020-07-01,9724.39,2020,7
Queens,2020-08-01,8690.98,2020,8
Queens,2020-09-01,7843.58,2020,9
Queens,2020-10-01,8029.6,2020,10
Queens,2020-11-01,8690.98,2020,11
Queens,2020-12-01,8856.32,2020,12
Queens,2021-01-01,8391.29,2021,1
Queens,2021-02-01,9094.01,2021,2
Manhattan,2020-01-01,465.03,2020,1
Manhattan,2020-02-01,475.37,2020,2
Manhattan,2020-03-01,351.36,2020,3
Manhattan,2020-04-01,299.69,2020,4
Manhattan,2020-05-01,423.7,2020,5
Manhattan,2020-06-01,651.05,2020,6
Manhattan,2020-07-01,826.73,2020,7
Manhattan,2020-08-01,816.39,2020,8
Manhattan,2020-09-01,857.73,2020,9
Manhattan,2020-10-01,723.39,2020,10
Manhattan,2020-11-01,558.04,2020,11
Manhattan,2020-12-01,372.03,2020,12
Manhattan,2021-01-01,299.69,2021,1
Manhattan,2021-02-01,268.69,2021,2
Bronx,2020-01-01,62.0,2020,1
Bronx,2020-02-01,62.0,2020,2
Bronx,2020-03-01,93.01,2020,3
Bronx,2020-04-01,39.34,2020,4
Bronx,2020-05-01,113.68,2020,5
Bronx,2020-06-01,165.35,2020,6
Bronx,2020-07-01,43.15,2020,7
Bronx,2020-08-01,36.8,2020,8
Bronx,2020-09-01,38.07,2020,9
Bronx,2020-10-01,41.34,2020,10
Bronx,2020-11-01,144.68,2020,11
Bronx,2020-12-01,62.0,2020,12
Bronx,2021-01-01,38.07,2021,1
Bronx,2021-02-01,40.61,2021,2
Queens,2020-01-01,3906.29,2020,1
Queens,2020-02-01,3451.59,2020,2
Queens,2020-03-01,2666.2,2020,3
Queens,2020-04-01,3079.56,2020,4
Queens,2020-05-01,2996.89,2020,5
Queens,2020-06-01,3503.26,2020,6
Queens,2020-07-01,4619.34,2020,7
Queens,2020-08-01,3813.28,2020,8
Queens,2020-09-01,3368.92,2020,9
Queens,2020-10-01,2841.88,2020,10
Queens,2020-11-01,2645.53,2020,11
Queens,2020-12-01,2697.2,2020,12
Queens,2021-01-01,2583.53,2021,1
Queens,2021-02-01,2593.86,2021,2
Queens,2020-06-01,0.0,2020,6
Queens,2020-01-01,1736.13,2020,1
Queens,2020-01-01,0.0,2020,1
Queens,2020-02-01,1426.11,2020,2
Queens,2020-02-01,0.0,2020,2
Queens,2020-03-01,1436.44,2020,3
Queens,2020-03-01,0.0,2020,3
Queens,2020-04-01,1570.78,2020,4
Queens,2020-04-01,0.0,2020,4
Queens,2020-05-01,1550.12,2020,5
Queens,2020-05-01,0.0,2020,5
Queens,2020-06-01,1777.47,2020,6
Queens,2020-07-01,1756.79,2020,7
Queens,2020-07-01,0.0,2020,7
Queens,2020-08-01,1446.77,2020,8
Queens,2020-08-01,0.0,2020,8
Queens,2020-09-01,1374.44,2020,9
Queens,2020-09-01,0.0,2020,9
Queens,2020-10-01,1446.77,2020,10
Queens,2020-10-01,0.0,2020,10
Queens,2020-11-01,1353.77,2020,11
Queens,2020-11-01,0.0,2020,11
Queens,2020-12-01,1736.13,2020,12
Queens,2020-12-01,0.0,2020,12
Queens,2021-01-01,1446.77,2021,1
Queens,2021-01-01,0.0,2021,1
Queens,2021-02-01,1736.13,2021,2
Queens,2021-02-01,0.0,2021,2
Queens,2020-01-01,5601.08,2020,1
Queens,2020-02-01,5787.1,2020,2
Queens,2020-03-01,5415.07,2020,3
Queens,2020-04-01,5601.08,2020,4
Queens,2020-05-01,5415.07,2020,5
Queens,2020-06-01,4485.0,2020,6
Queens,2020-07-01,5973.11,2020,7
Queens,2020-08-01,5787.1,2020,8
Queens,2020-09-01,5601.08,2020,9
Queens,2020-10-01,5415.07,2020,10
Queens,2020-11-01,5973.11,2020,11
Queens,2020-12-01,5415.07,2020,12
Queens,2021-01-01,5601.08,2021,1
Queens,2021-02-01,5415.07,2021,2
Queens,2020-01-01,7988.26,2020,1
Queens,2020-02-01,7120.19,2020,2
Queens,2020-03-01,6386.47,2020,3
Queens,2020-04-01,3048.56,2020,4
Queens,2020-05-01,3120.9,2020,5
Queens,2020-06-01,2407.85,2020,6
Queens,2020-07-01,1622.45,2020,7
Queens,2020-08-01,1302.1,2020,8
Queens,2020-09-01,1426.11,2020,9
Queens,2020-10-01,1291.76,2020,10
Queens,2020-11-01,1384.77,2020,11
Queens,2020-12-01,1167.75,2020,12
Queens,2021-01-01,1126.42,2021,1
Queens,2021-02-01,1167.75,2021,2
Queens,2020-01-01,4267.98,2020,1
Queens,2020-02-01,3368.92,2020,2
Queens,2020-03-01,3151.9,2020,3
Queens,2020-04-01,3895.96,2020,4
Queens,2020-05-01,3751.28,2020,5
Queens,2020-06-01,4536.67,2020,6
Queens,2020-07-01,5167.05,2020,7
Queens,2020-11-01,22342.32,2020,11
Queens,2020-12-01,4402.33,2020,12
Queens,2021-01-01,6097.12,2021,1
Queens,2021-02-01,6293.47,2021,2
Queens,2020-01-01,3926.96,2020,1
Queens,2020-02-01,3637.6,2020,2
Queens,2020-03-01,3379.25,2020,3
Queens,2020-04-01,3854.62,2020,4
Queens,2020-05-01,3523.93,2020,5
Queens,2020-06-01,3916.62,2020,6
Queens,2020-07-01,4391.99,2020,7
Queens,2020-08-01,3957.96,2020,8
Queens,2020-09-01,5156.72,2020,9
Queens,2020-10-01,5497.74,2020,10
Queens,2020-11-01,6603.49,2020,11
Queens,2020-12-01,6148.79,2020,12
Queens,2021-01-01,3627.27,2021,1
Queens,2021-02-01,4009.63,2021,2
Queens,2020-01-01,3461.92,2020,1
Queens,2020-02-01,3120.9,2020,2
Queens,2020-03-01,3182.9,2020,3
Queens,2020-04-01,3441.26,2020,4
Queens,2020-05-01,3038.23,2020,5
Queens,2020-06-01,3678.94,2020,6
Queens,2020-07-01,7399.21,2020,7
Queens,2020-08-01,5528.74,2020,8
Queens,2020-09-01,3451.59,2020,9
Queens,2020-10-01,3337.91,2020,10
Queens,2020-11-01,3720.28,2020,11
Queens,2020-12-01,3647.94,2020,12
Queens,2021-01-01,3368.92,2021,1
Queens,2021-02-01,1467.44,2021,2
Queens,2020-01-01,43.15,2020,1
Queens,2020-02-01,36.8,2020,2
Queens,2020-03-01,35.53,2020,3
Queens,2020-04-01,39.34,2020,4
Queens,2020-05-01,35.53,2020,5
Queens,2020-06-01,40.61,2020,6
Queens,2020-07-01,43.15,2020,7
Queens,2020-08-01,36.8,2020,8
Queens,2020-09-01,38.07,2020,9
Queens,2020-10-01,36.8,2020,10
Queens,2020-11-01,39.34,2020,11
Queens,2020-12-01,38.07,2020,12
Queens,2021-01-01,38.07,2021,1
Queens,2021-02-01,40.61,2021,2
Queens,2020-01-01,6541.49,2020,1
Queens,2020-02-01,5694.09,2020,2
Queens,2020-03-01,4650.35,2020,3
Queens,2020-04-01,3751.28,2020,4
Queens,2020-05-01,3596.27,2020,5
Queens,2020-06-01,4402.33,2020,6
Queens,2020-07-01,4102.63,2020,7
Queens,2020-08-01,3482.59,2020,8
Queens,2020-09-01,3544.6,2020,9
Queens,2020-10-01,3689.27,2020,10
Queens,2020-11-01,3957.96,2020,11
Queens,2020-12-01,3740.94,2020,12
Queens,2021-01-01,3461.92,2021,1
Queens,2021-02-01,3534.26,2021,2
Queens,2020-01-01,2707.53,2020,1
Queens,2020-03-01,2800.54,2020,3
Queens,2020-03-01,2614.53,2020,3
Queens,2020-04-01,2614.53,2020,4
Queens,2020-05-01,2614.53,2020,5
Queens,2020-06-01,1622.45,2020,6
Queens,2020-07-01,2883.21,2020,7
Queens,2020-08-01,2800.54,2020,8
Queens,2020-09-01,2707.53,2020,9
Queens,2020-10-01,2614.53,2020,10
Queens,2020-11-01,2883.21,2020,11
Queens,2020-12-01,2614.53,2020,12
Queens,2021-01-01,2707.53,2021,1
Queens,2021-02-01,2614.53,2021,2
Queens,2020-01-01,0.0,2020,1
Queens,2020-01-01,1674.12,2020,1
Queens,2020-02-01,0.0,2020,2
Queens,2020-02-01,1477.78,2020,2
Queens,2020-03-01,0.0,2020,3
Queens,2020-03-01,1663.79,2020,3
Queens,2020-04-01,0.0,2020,4
Queens,2020-04-01,1694.79,2020,4
Queens,2020-05-01,0.0,2020,5
Queens,2020-05-01,1219.42,2020,5
Queens,2020-06-01,0.0,2020,6
Queens,2020-06-01,1374.44,2020,6
Queens,2020-07-01,0.0,2020,7
Queens,2020-07-01,1322.77,2020,7
Queens,2020-08-01,0.0,2020,8
Queens,2020-08-01,1322.76,2020,8
Queens,2020-09-01,0.0,2020,9
Queens,2020-09-01,1291.76,2020,9
Queens,2020-10-01,0.0,2020,10
Queens,2020-10-01,1157.42,2020,10
Queens,2020-11-01,0.0,2020,11
Queens,2020-11-01,1198.76,2020,11
Queens,2020-12-01,0.0,2020,12
Queens,2020-12-01,1157.42,2020,12
Queens,2021-01-01,0.0,2021,1
Queens,2021-01-01,1116.08,2021,1
Queens,2021-02-01,0.0,2021,2
Queens,2021-02-01,1302.1,2021,2
