Borough,Revenue Month,total cost,year,month
Queens,2020-01-01,3895.96,2020,1
Queens,2020-02-01,3472.26,2020,2
Queens,2020-03-01,3492.93,2020,3
Queens,2020-04-01,3999.3,2020,4
Queens,2020-05-01,3358.58,2020,5
Queens,2020-06-01,3751.28,2020,6
Queens,2020-07-01,3864.95,2020,7
Queens,2020-08-01,3503.26,2020,8
Queens,2020-09-01,3492.93,2020,9
Queens,2020-10-01,3523.93,2020,10
Queens,2020-11-01,3813.28,2020,11
Queens,2020-12-01,3720.28,2020,12
Queens,2021-01-01,3637.6,2021,1
Queens,2021-02-01,3802.95,2021,2
Queens,2020-01-01,4867.36,2020,1
Queens,2020-02-01,3244.91,2020,2
Queens,2020-03-01,3193.24,2020,3
Queens,2020-04-01,3854.62,2020,4
Queens,2020-05-01,3637.6,2020,5
Queens,2020-06-01,3885.62,2020,6
Queens,2020-07-01,3916.62,2020,7
Queens,2020-08-01,3513.59,2020,8
Queens,2020-09-01,3441.26,2020,9
Queens,2020-10-01,3348.25,2020,10
Queens,2020-11-01,3379.25,2020,11
Queens,2020-12-01,3492.93,2020,12
Queens,2021-01-01,3296.58,2021,1
Queens,2021-02-01,3441.26,2021,2
Queens,2020-01-01,0.0,2020,1
Queens,2020-01-01,2201.16,2020,1
Queens,2020-02-01,0.0,2020,2
Queens,2020-02-01,1973.81,2020,2
Queens,2020-03-01,0.0,2020,3
Queens,2020-03-01,2170.16,2020,3
Queens,2020-04-01,0.0,2020,4
Queens,2020-04-01,2211.5,2020,4
Queens,2020-05-01,0.0,2020,5
Queens,2020-05-01,2201.16,2020,5
Queens,2020-06-01,0.0,2020,6
Queens,2020-06-01,2459.52,2020,6
Queens,2020-07-01,0.0,2020,7
Queens,2020-07-01,2748.87,2020,7
Queens,2020-08-01,2242.5,2020,8
Queens,2020-08-01,0.0,2020,8
Queens,2020-09-01,2335.51,2020,9
Queens,2020-09-01,0.0,2020,9
Queens,2020-10-01,0.0,2020,10
Queens,2020-10-01,2521.52,2020,10
Queens,2020-11-01,0.0,2020,11
Queens,2020-11-01,2542.19,2020,11
Queens,2020-12-01,0.0,2020,12
Queens,2020-12-01,2521.52,2020,12
Queens,2021-01-01,0.0,2021,1
Queens,2021-01-01,2707.53,2021,1
Queens,2021-02-01,0.0,2021,2
Queens,2021-02-01,2852.21,2021,2
Queens,2020-01-01,3162.23,2020,1
Queens,2020-02-01,2015.15,2020,2
Queens,2020-03-01,1942.81,2020,3
Queens,2020-04-01,2314.84,2020,4
Queens,2020-05-01,2211.5,2020,5
Queens,2020-06-01,2335.51,2020,6
Queens,2020-07-01,2469.85,2020,7
Queens,2020-08-01,2035.82,2020,8
Queens,2020-09-01,2108.16,2020,9
Queens,2020-10-01,2004.82,2020,10
Queens,2020-11-01,2252.83,2020,11
Queens,2020-12-01,2356.17,2020,12
Queens,2021-01-01,2252.83,2021,1
Queens,2021-02-01,2438.85,2021,2
Queens,2020-01-01,6024.78,2020,1
Queens,2020-02-01,6024.78,2020,2
Queens,2020-03-01,4578.01,2020,3
Queens,2020-04-01,4774.35,2020,4
Queens,2020-05-01,4660.68,2020,5
Queens,2020-06-01,5787.1,2020,6
Queens,2020-07-01,5838.77,2020,7
Queens,2020-08-01,4609.01,2020,8
Queens,2020-09-01,5260.06,2020,9
Queens,2020-10-01,5105.05,2020,10
Queens,2020-11-01,5497.74,2020,11
Queens,2020-12-01,5435.74,2020,12
Queens,2021-01-01,5425.4,2021,1
Queens,2021-02-01,6107.45,2021,2
Queens,2020-01-01,1870.47,2020,1
Queens,2020-02-01,1364.1,2020,2
Queens,2020-03-01,1591.45,2020,3
Queens,2020-04-01,1818.8,2020,4
Queens,2020-05-01,1663.79,2020,5
Queens,2020-06-01,1911.81,2020,6
Queens,2020-07-01,1767.13,2020,7
Queens,2020-08-01,1364.1,2020,8
Queens,2020-09-01,1384.77,2020,9
Queens,2020-10-01,1260.76,2020,10
Queens,2020-11-01,1436.44,2020,11
Queens,2020-12-01,1446.77,2020,12
Queens,2021-01-01,1322.76,2021,1
Queens,2021-02-01,1426.11,2021,2
Queens,2020-01-01,38587.53,2020,1
Queens,2020-02-01,31167.65,2020,2
Queens,2020-03-01,22931.37,2020,3
Queens,2020-04-01,26775.65,2020,4
Queens,2020-05-01,22828.03,2020,5
Queens,2020-06-01,10396.1,2020,6
Queens,2020-07-01,9786.39,2020,7
Queens,2020-08-01,9280.02,2020,8
Queens,2020-09-01,8360.29,2020,9
Queens,2020-10-01,9383.36,2020,10
Queens,2020-11-01,20606.2,2020,11
Queens,2020-12-01,27302.69,2020,12
Queens,2021-01-01,30847.29,2021,1
Queens,2021-02-01,18539.38,2021,2
Staten,2020-01-01,320.36,2020,1
Staten,2020-02-01,320.36,2020,2
Staten,2020-03-01,299.69,2020,3
Staten,2020-04-01,320.36,2020,4
Staten,2020-05-01,351.36,2020,5
Staten,2020-06-01,465.03,2020,6
Staten,2020-07-01,382.36,2020,7
Staten,2020-08-01,899.07,2020,8
Staten,2020-09-01,713.05,2020,9
Staten,2020-10-01,795.73,2020,10
Staten,2020-11-01,930.07,2020,11
Staten,2020-12-01,950.74,2020,12
Staten,2021-01-01,1023.08,2021,1
Bronx,2020-01-01,4288.65,2020,1
Bronx,2020-02-01,4019.96,2020,2
Bronx,2020-03-01,4288.65,2020,3
Bronx,2020-04-01,4288.65,2020,4
Bronx,2020-05-01,4019.96,2020,5
Bronx,2020-06-01,4288.65,2020,6
Bronx,2020-07-01,4433.33,2020,7
Bronx,2020-08-01,4288.65,2020,8
Bronx,2020-09-01,4154.31,2020,9
Bronx,2020-10-01,4019.96,2020,10
Bronx,2020-11-01,4433.33,2020,11
Bronx,2020-12-01,4019.96,2020,12
Bronx,2021-01-01,4154.31,2021,1
Bronx,2021-02-01,4019.96,2021,2
Bronx,2020-01-01,6355.47,2020,1
Bronx,2020-02-01,5942.11,2020,2
Bronx,2020-03-01,6355.47,2020,3
Bronx,2020-04-01,6355.47,2020,4
Bronx,2020-05-01,5942.11,2020,5
Bronx,2020-06-01,6355.47,2020,6
Bronx,2020-07-01,6551.82,2020,7
Bronx,2020-08-01,6355.47,2020,8
Bronx,2020-09-01,6148.79,2020,9
Bronx,2020-10-01,5942.11,2020,10
Bronx,2020-11-01,6562.15,2020,11
Bronx,2020-12-01,5942.11,2020,12
Bronx,2021-01-01,6148.79,2021,1
Bronx,2021-02-01,5942.11,2021,2
Bronx,2020-01-01,8970.0,2020,1
Bronx,2020-02-01,7554.23,2020,2
Bronx,2020-03-01,7461.22,2020,3
Bronx,2020-04-01,7977.93,2020,4
Bronx,2020-05-01,7399.22,2020,5
Bronx,2020-06-01,8752.98,2020,6
Bronx,2020-07-01,8804.65,2020,7
Bronx,2020-08-01,6748.17,2020,8
Bronx,2020-09-01,7430.22,2020,9
Bronx,2020-10-01,8835.66,2020,10
Bronx,2020-11-01,10437.44,2020,11
Bronx,2020-12-01,7926.25,2020,12
Bronx,2021-01-01,7833.25,2021,1
Bronx,2021-02-01,8174.27,2021,2
Brooklyn,2020-01-01,3348.25,2020,1
Brooklyn,2020-02-01,2562.86,2020,2
Brooklyn,2020-03-01,2655.86,2020,3
Brooklyn,2020-04-01,2955.55,2020,4
Brooklyn,2020-05-01,2769.54,2020,5
Brooklyn,2020-06-01,3151.9,2020,6
Brooklyn,2020-07-01,3523.92,2020,7
Brooklyn,2020-08-01,3306.91,2020,8
Brooklyn,2020-09-01,3544.6,2020,9
Brooklyn,2020-10-01,3213.91,2020,10
Brooklyn,2020-11-01,3317.25,2020,11
Brooklyn,2020-12-01,3823.62,2020,12
Brooklyn,2021-01-01,3668.61,2021,1
Brooklyn,2021-02-01,4030.3,2021,2
Brooklyn,2020-01-01,2542.19,2020,1
Brooklyn,2020-02-01,2531.85,2020,2
Brooklyn,2020-03-01,2438.85,2020,3
Brooklyn,2020-04-01,2779.87,2020,4
Brooklyn,2020-05-01,3007.22,2020,5
Brooklyn,2020-06-01,3089.9,2020,6
Brooklyn,2020-07-01,2748.87,2020,7
Brooklyn,2020-08-01,2438.85,2020,8
Brooklyn,2020-09-01,2418.18,2020,9
Brooklyn,2020-10-01,2232.17,2020,10
Brooklyn,2020-11-01,2428.51,2020,11
Brooklyn,2020-12-01,2345.84,2020,12
Brooklyn,2021-01-01,2686.87,2021,1
Brooklyn,2021-02-01,2821.21,2021,2
Brooklyn,2020-01-01,2562.86,2020,1
Brooklyn,2020-02-01,2139.16,2020,2
Brooklyn,2020-03-01,2232.17,2020,3
Brooklyn,2020-04-01,2500.85,2020,4
Brooklyn,2020-05-01,2655.86,2020,5
Brooklyn,2020-06-01,3069.23,2020,6
Brooklyn,2020-07-01,2335.5,2020,7
Brooklyn,2020-08-01,2056.49,2020,8
Brooklyn,2020-09-01,2087.49,2020,9
Brooklyn,2020-10-01,2170.16,2020,10
Brooklyn,2020-11-01,2438.85,2020,11
Brooklyn,2020-12-01,2366.51,2020,12
Brooklyn,2021-01-01,2252.83,2021,1
Brooklyn,2021-02-01,2294.17,2021,2
Brooklyn,2020-03-01,7326.88,2020,3
Brooklyn,2020-04-01,1395.1,2020,4
Brooklyn,2020-05-01,2387.18,2020,5
Brooklyn,2020-06-01,2438.85,2020,6
Brooklyn,2020-07-01,2686.87,2020,7
Brooklyn,2020-08-01,2025.48,2020,8
Brooklyn,2020-09-01,2314.84,2020,9
Brooklyn,2020-10-01,2686.87,2020,10
Brooklyn,2020-11-01,2800.54,2020,11
Brooklyn,2020-12-01,2573.19,2020,12
Brooklyn,2021-01-01,2686.87,2021,1
Brooklyn,2021-02-01,3730.61,2021,2
Brooklyn,2020-01-01,4474.67,2020,1
Brooklyn,2020-01-01,7347.55,2020,1
Brooklyn,2020-02-01,3451.59,2020,2
Brooklyn,2020-02-01,6076.45,2020,2
Brooklyn,2020-03-01,3441.26,2020,3
Brooklyn,2020-03-01,5859.43,2020,3
Brooklyn,2020-04-01,3534.26,2020,4
Brooklyn,2020-04-01,6086.78,2020,4
Brooklyn,2020-05-01,3802.95,2020,5
Brooklyn,2020-05-01,5993.78,2020,5
Brooklyn,2020-06-01,4412.66,2020,6
Brooklyn,2020-06-01,6448.48,2020,6
Brooklyn,2020-07-01,4598.67,2020,7
Brooklyn,2020-07-01,6634.49,2020,7
Brooklyn,2020-08-01,3844.29,2020,8
Brooklyn,2020-08-01,6314.14,2020,8
Brooklyn,2020-09-01,3813.28,2020,9
Brooklyn,2020-09-01,6820.51,2020,9
Brooklyn,2020-10-01,4257.65,2020,10
Brooklyn,2020-10-01,6479.48,2020,10
Brooklyn,2020-11-01,4485.0,2020,11
Brooklyn,2020-11-01,7946.92,2020,11
Brooklyn,2020-12-01,4164.64,2020,12
Brooklyn,2020-12-01,8060.6,2020,12
Brooklyn,2021-01-01,3771.95,2021,1
Brooklyn,2021-01-01,8256.95,2021,1
Brooklyn,2021-02-01,3534.26,2021,2
Brooklyn,2021-02-01,9652.05,2021,2
Manhattan,2020-01-01,3510.28,2020,1
Manhattan,2020-02-01,3283.81,2020,2
Manhattan,2020-03-01,3510.28,2020,3
Manhattan,2020-04-01,3510.28,2020,4
Manhattan,2020-05-01,3283.81,2020,5
Manhattan,2020-06-01,3510.28,2020,6
Manhattan,2020-07-01,3633.14,2020,7
Manhattan,2020-08-01,3519.91,2020,8
Manhattan,2020-09-01,3406.36,2020,9
Manhattan,2020-10-01,3292.82,2020,10
Manhattan,2020-11-01,3633.45,2020,11
Manhattan,2020-12-01,3292.82,2020,12
Manhattan,2021-01-01,3406.36,2021,1
Manhattan,2021-02-01,3292.82,2021,2
Manhattan,2020-01-01,9662.38,2020,1
Manhattan,2020-02-01,8587.64,2020,2
Manhattan,2020-03-01,8184.61,2020,3
Manhattan,2020-04-01,9083.67,2020,4
Manhattan,2020-05-01,8597.97,2020,5
Manhattan,2020-06-01,9879.4,2020,6
Manhattan,2020-07-01,11036.82,2020,7
Manhattan,2020-08-01,10499.45,2020,8
Manhattan,2020-09-01,11202.16,2020,9
Manhattan,2020-10-01,11264.17,2020,10
Manhattan,2020-11-01,12297.58,2020,11
Manhattan,2020-12-01,12462.92,2020,12
Manhattan,2021-01-01,12400.92,2021,1
Manhattan,2021-02-01,11687.87,2021,2
Bronx,2020-11-01,41822.1,2020,11
Bronx,2020-12-01,11677.53,2020,12
Bronx,2021-01-01,11594.86,2021,1
Bronx,2021-02-01,12700.61,2021,2
Bronx,2020-01-01,1064.41,2020,1
Bronx,2020-01-01,3988.96,2020,1
Bronx,2020-02-01,3740.94,2020,2
Bronx,2020-02-01,795.73,2020,2
Bronx,2020-03-01,3988.96,2020,3
Bronx,2020-03-01,506.37,2020,3
Bronx,2020-04-01,888.73,2020,4
Bronx,2020-04-01,3988.96,2020,4
Bronx,2020-05-01,940.4,2020,5
Bronx,2020-05-01,3740.94,2020,5
Bronx,2020-06-01,1085.08,2020,6
Bronx,2020-06-01,3988.96,2020,6
Bronx,2020-07-01,1260.76,2020,7
Bronx,2020-07-01,4112.97,2020,7
Bronx,2020-08-01,1023.08,2020,8
Bronx,2020-08-01,3988.96,2020,8
Bronx,2020-09-01,1023.08,2020,9
Bronx,2020-09-01,3864.95,2020,9
Bronx,2020-10-01,682.05,2020,10
Bronx,2020-10-01,3740.94,2020,10
Bronx,2020-11-01,537.37,2020,11
Bronx,2020-11-01,4123.31,2020,11
Bronx,2020-12-01,547.71,2020,12
Bronx,2020-12-01,3740.94,2020,12
Bronx,2021-01-01,640.71,2021,1
Bronx,2021-01-01,3864.95,2021,1
Bronx,2021-02-01,754.39,2021,2
Bronx,2021-02-01,3740.94,2021,2
Bronx,2020-01-01,2800.54,2020,1
Bronx,2020-02-01,2035.82,2020,2
Bronx,2020-03-01,2686.87,2020,3
Bronx,2020-04-01,3544.6,2020,4
Bronx,2020-05-01,3275.91,2020,5
Bronx,2020-06-01,3833.95,2020,6
Bronx,2020-07-01,2831.55,2020,7
Bronx,2020-08-01,2449.18,2020,8
Bronx,2020-09-01,2418.18,2020,9
Bronx,2020-10-01,2211.5,2020,10
Bronx,2020-11-01,2366.51,2020,11
Bronx,2020-12-01,2604.19,2020,12
Bronx,2021-01-01,2252.83,2021,1
Bronx,2021-02-01,2283.84,2021,2
Bronx,2020-01-01,2387.18,2020,1
Bronx,2020-02-01,2914.22,2020,2
Bronx,2020-03-01,1839.47,2020,3
Bronx,2020-04-01,2924.55,2020,4
Bronx,2020-05-01,3224.24,2020,5
Bronx,2020-06-01,4030.3,2020,6
Bronx,2020-07-01,4774.36,2020,7
Bronx,2020-08-01,4030.3,2020,8
Bronx,2020-09-01,3968.29,2020,9
Bronx,2020-10-01,1384.77,2020,10
Bronx,2020-11-01,1467.44,2020,11
Bronx,2020-12-01,1384.77,2020,12
Bronx,2021-01-01,1467.44,2021,1
Bronx,2021-02-01,1519.11,2021,2
Bronx,2020-01-01,1911.81,2020,1
Bronx,2020-02-01,2118.49,2020,2
Bronx,2020-03-01,2263.17,2020,3
Bronx,2020-04-01,2810.88,2020,4
Bronx,2020-05-01,2779.87,2020,5
Bronx,2020-06-01,2438.85,2020,6
Bronx,2020-07-01,2707.54,2020,7
Bronx,2020-08-01,2376.84,2020,8
Bronx,2020-09-01,1808.47,2020,9
Bronx,2020-10-01,1643.12,2020,10
Bronx,2020-11-01,1684.46,2020,11
Bronx,2020-12-01,1787.8,2020,12
Bronx,2021-01-01,2480.18,2021,1
Bronx,2021-02-01,1663.79,2021,2
Bronx,2020-01-01,4454.0,2020,1
Bronx,2020-02-01,2821.21,2020,2
Bronx,2020-03-01,2645.53,2020,3
Bronx,2020-04-01,2955.55,2020,4
Bronx,2020-05-01,2480.18,2020,5
Bronx,2020-06-01,2624.86,2020,6
Bronx,2020-07-01,3637.6,2020,7
Bronx,2020-08-01,2686.87,2020,8
Bronx,2020-09-01,2666.2,2020,9
Bronx,2020-10-01,2903.88,2020,10
Bronx,2020-11-01,3234.57,2020,11
Bronx,2020-12-01,3699.61,2020,12
Bronx,2021-01-01,4629.68,2021,1
Bronx,2021-02-01,5218.72,2021,2
Manhattan,2020-01-01,43.15,2020,1
Manhattan,2020-01-01,9404.03,2020,1
Manhattan,2020-01-01,9.17,2020,1
Manhattan,2020-02-01,8783.99,2020,2
Manhattan,2020-02-01,36.8,2020,2
Manhattan,2020-02-01,8.58,2020,2
Manhattan,2020-03-01,35.53,2020,3
Manhattan,2020-03-01,9383.36,2020,3
Manhattan,2020-03-01,9.17,2020,3
Manhattan,2020-04-01,39.34,2020,4
Manhattan,2020-04-01,9414.37,2020,4
Manhattan,2020-04-01,9.17,2020,4
Manhattan,2020-05-01,35.53,2020,5
Manhattan,2020-05-01,8825.32,2020,5
Manhattan,2020-05-01,8.58,2020,5
Manhattan,2020-06-01,40.61,2020,6
Manhattan,2020-06-01,9476.37,2020,6
Manhattan,2020-06-01,9.17,2020,6
Manhattan,2020-07-01,43.15,2020,7
Manhattan,2020-07-01,9765.73,2020,7
Manhattan,2020-07-01,9.5,2020,7
Manhattan,2020-08-01,36.8,2020,8
Manhattan,2020-08-01,9486.7,2020,8
Manhattan,2020-08-01,9.2,2020,8
Manhattan,2020-09-01,38.07,2020,9
Manhattan,2020-09-01,9197.35,2020,9
Manhattan,2020-09-01,8.91,2020,9
Manhattan,2020-10-01,36.8,2020,10
Manhattan,2020-10-01,8835.66,2020,10
Manhattan,2020-10-01,8.61,2020,10
Manhattan,2020-11-01,39.34,2020,11
Manhattan,2020-11-01,9734.72,2020,11
Manhattan,2020-11-01,9.5,2020,11
Manhattan,2020-12-01,8825.32,2020,12
Manhattan,2020-12-01,38.07,2020,12
Manhattan,2020-12-01,8.61,2020,12
Manhattan,2021-01-01,9135.34,2021,1
Manhattan,2021-01-01,38.07,2021,1
Manhattan,2021-01-01,8.91,2021,1
Manhattan,2021-02-01,40.61,2021,2
Manhattan,2021-02-01,8835.66,2021,2
Manhattan,2021-02-01,8.61,2021,2
Manhattan,2020-01-01,4846.69,2020,1
Manhattan,2020-01-01,7988.26,2020,1
Manhattan,2020-02-01,4536.67,2020,2
Manhattan,2020-02-01,7182.2,2020,2
Manhattan,2020-03-01,4846.69,2020,3
Manhattan,2020-03-01,6934.18,2020,3
Manhattan,2020-04-01,7750.58,2020,4
Manhattan,2020-04-01,4846.69,2020,4
Manhattan,2020-05-01,4536.67,2020,5
Manhattan,2020-05-01,7285.54,2020,5
Manhattan,2020-06-01,7853.92,2020,6
Manhattan,2020-06-01,4846.69,2020,6
Manhattan,2020-07-01,8422.29,2020,7
Manhattan,2020-07-01,4991.37,2020,7
Manhattan,2020-08-01,6965.18,2020,8
Manhattan,2020-08-01,4846.69,2020,8
Manhattan,2020-09-01,7151.2,2020,9
Manhattan,2020-09-01,4691.68,2020,9
Manhattan,2020-10-01,4536.67,2020,10
Manhattan,2020-10-01,7171.87,2020,10
Manhattan,2020-11-01,7812.58,2020,11
Manhattan,2020-11-01,5001.7,2020,11
Manhattan,2020-12-01,8432.63,2020,12
Manhattan,2020-12-01,4536.67,2020,12
Manhattan,2021-01-01,8019.26,2021,1
Manhattan,2021-01-01,4691.68,2021,1
Manhattan,2021-02-01,8639.31,2021,2
Manhattan,2021-02-01,4536.67,2021,2
Brooklyn,2020-01-01,103.34,2020,1
Brooklyn,2020-02-01,103.34,2020,2
Brooklyn,2020-03-01,103.34,2020,3
Brooklyn,2020-04-01,103.34,2020,4
Brooklyn,2020-05-01,103.34,2020,5
Brooklyn,2020-06-01,103.34,2020,6
Brooklyn,2020-07-01,103.34,2020,7
Brooklyn,2020-08-01,103.34,2020,8
Brooklyn,2020-09-01,103.34,2020,9
Brooklyn,2020-10-01,103.34,2020,10
Brooklyn,2020-11-01,113.68,2020,11
Brooklyn,2020-12-01,103.34,2020,12
Brooklyn,2021-01-01,103.34,2021,1
Brooklyn,2021-02-01,103.34,2021,2
Manhattan,2020-01-01,196.35,2020,1
Manhattan,2020-02-01,175.68,2020,2
Manhattan,2020-03-01,196.35,2020,3
Manhattan,2020-04-01,196.35,2020,4
Manhattan,2020-05-01,175.68,2020,5
Manhattan,2020-06-01,196.35,2020,6
Manhattan,2020-07-01,196.35,2020,7
Manhattan,2020-08-01,196.35,2020,8
Manhattan,2020-09-01,186.01,2020,9
Manhattan,2020-10-01,175.68,2020,10
Manhattan,2020-11-01,196.35,2020,11
Manhattan,2020-12-01,175.68,2020,12
Manhattan,2021-01-01,186.01,2021,1
Manhattan,2021-02-01,175.68,2021,2
Manhattan,2020-01-01,2748.87,2020,1
Manhattan,2020-02-01,2624.86,2020,2
Manhattan,2020-03-01,2418.18,2020,3
Manhattan,2020-04-01,2697.2,2020,4
Manhattan,2020-05-01,2397.51,2020,5
Manhattan,2020-06-01,2376.84,2020,6
Manhattan,2020-07-01,2459.51,2020,7
Manhattan,2020-08-01,2118.49,2020,8
Manhattan,2020-09-01,2304.5,2020,9
Manhattan,2020-10-01,4205.98,2020,10
Manhattan,2020-11-01,4050.97,2020,11
Manhattan,2020-11-01,1198.76,2020,11
Manhattan,2020-12-01,2469.85,2020,12
Manhattan,2021-01-01,2872.88,2021,1
Manhattan,2021-02-01,3193.24,2021,2
Manhattan,2020-01-01,2128.82,2020,1
Manhattan,2020-02-01,1715.46,2020,2
Manhattan,2020-03-01,1808.47,2020,3
Manhattan,2020-04-01,1973.81,2020,4
Manhattan,2020-05-01,1901.47,2020,5
Manhattan,2020-06-01,2149.49,2020,6
Manhattan,2020-07-01,2325.18,2020,7
Manhattan,2020-08-01,2159.83,2020,8
Manhattan,2020-09-01,2108.16,2020,9
Manhattan,2020-10-01,2149.49,2020,10
Manhattan,2020-11-01,2345.84,2020,11
Manhattan,2020-12-01,3100.23,2020,12
Manhattan,2021-01-01,2728.2,2021,1
Manhattan,2021-02-01,2821.21,2021,2
Bronx,2020-01-01,7864.25,2020,1
Bronx,2020-02-01,6231.46,2020,2
Bronx,2020-03-01,6624.16,2020,3
Bronx,2020-04-01,6903.18,2020,4
Bronx,2020-05-01,6789.5,2020,5
Bronx,2020-06-01,7430.22,2020,6
Bronx,2020-07-01,7729.9,2020,7
Bronx,2020-08-01,6200.46,2020,8
Bronx,2020-09-01,6500.15,2020,9
Bronx,2020-10-01,7285.54,2020,10
Bronx,2020-11-01,7822.91,2020,11
Bronx,2020-12-01,7822.91,2020,12
Bronx,2021-01-01,7089.19,2021,1
Bronx,2021-02-01,6830.84,2021,2
Bronx,2020-01-01,10509.78,2020,1
Bronx,2020-02-01,9104.34,2020,2
Bronx,2020-03-01,8876.99,2020,3
Bronx,2020-04-01,10334.1,2020,4
Bronx,2020-05-01,11160.83,2020,5
Bronx,2020-06-01,10892.14,2020,6
Bronx,2020-07-01,9848.39,2020,7
Bronx,2020-08-01,8639.31,2020,8
Bronx,2020-09-01,8236.28,2020,9
Bronx,2020-10-01,7595.56,2020,10
Bronx,2020-11-01,10261.76,2020,11
Bronx,2020-12-01,10447.78,2020,12
Bronx,2021-01-01,10055.08,2021,1
Bronx,2021-02-01,9528.04,2021,2
Bronx,2020-01-01,19324.77,2020,1
Bronx,2020-02-01,14932.77,2020,2
Bronx,2020-03-01,15893.85,2020,3
Bronx,2020-04-01,18229.35,2020,4
Bronx,2020-05-01,17753.98,2020,5
Bronx,2020-06-01,17392.29,2020,6
Bronx,2020-07-01,18456.7,2020,7
Bronx,2020-08-01,15046.45,2020,8
Bronx,2020-09-01,16203.87,2020,9
Bronx,2020-10-01,14664.09,2020,10
Bronx,2020-11-01,15046.45,2020,11
Bronx,2020-12-01,15511.48,2020,12
Bronx,2021-01-01,15831.84,2021,1
Bronx,2021-02-01,14354.06,2021,2
Manhattan,2020-11-01,25783.58,2020,11
Manhattan,2020-11-01,2531.85,2020,11
Manhattan,2020-11-01,8587.64,2020,11
Manhattan,2020-12-01,30454.59,2020,12
Manhattan,2020-11-01,14726.09,2020,11
Brooklyn,2020-01-01,43.15,2020,1
Brooklyn,2020-02-01,36.8,2020,2
Brooklyn,2020-03-01,35.53,2020,3
Brooklyn,2020-04-01,39.34,2020,4
Brooklyn,2020-05-01,35.53,2020,5
Brooklyn,2020-06-01,40.61,2020,6
Brooklyn,2020-07-01,43.15,2020,7
Brooklyn,2020-08-01,36.8,2020,8
Brooklyn,2020-09-01,38.07,2020,9
Brooklyn,2020-10-01,36.8,2020,10
Brooklyn,2020-11-01,39.34,2020,11
Brooklyn,2020-12-01,38.07,2020,12
Brooklyn,2021-01-01,38.07,2021,1
Brooklyn,2021-02-01,40.61,2021,2
Brooklyn,2020-01-01,113.68,2020,1
Brooklyn,2020-02-01,41.34,2020,2
Brooklyn,2020-03-01,41.34,2020,3
Brooklyn,2020-04-01,39.34,2020,4
Brooklyn,2020-05-01,35.53,2020,5
Brooklyn,2020-06-01,40.61,2020,6
Brooklyn,2020-07-01,43.15,2020,7
Brooklyn,2020-08-01,36.8,2020,8
Brooklyn,2020-09-01,38.07,2020,9
Brooklyn,2020-10-01,41.34,2020,10
Brooklyn,2020-11-01,103.34,2020,11
Brooklyn,2020-12-01,38.07,2020,12
Brooklyn,2021-01-01,38.07,2021,1
Brooklyn,2021-02-01,40.61,2021,2
Brooklyn,2020-01-01,43.15,2020,1
Brooklyn,2020-02-01,36.8,2020,2
Brooklyn,2020-03-01,35.53,2020,3
Brooklyn,2020-04-01,39.34,2020,4
Brooklyn,2020-05-01,35.53,2020,5
Brooklyn,2020-06-01,40.61,2020,6
Brooklyn,2020-07-01,43.15,2020,7
Brooklyn,2020-08-01,36.8,2020,8
Brooklyn,2020-09-01,38.07,2020,9
Brooklyn,2020-10-01,36.8,2020,10
Brooklyn,2020-11-01,39.34,2020,11
Brooklyn,2020-12-01,38.07,2020,12
Brooklyn,2021-01-01,38.07,2021,1
Brooklyn,2021-02-01,40.61,2021,2
